ID,Name,Domain,Reg date,Title,Brand name,.com,.net,.org,.biz,Global rank,Top country,Google results,Link
2052,RealAge30+,sharecare.com,05/05/98,realage-test-marketing-landing – Sharecare,RealAge,No,No,No,No,6100,USA,"575,000",http://www.sharecare.com/static/realage-test-marketing-landing?cbr=NXTW1200211&subid=300276
2053,RealAge40+,sharecare.com,05/05/98,realage-test-marketing-landing – Sharecare,RealAge,No,No,No,No,6100,USA,"575,000",http://www.sharecare.com/static/realage-test-marketing-landing?cbr=DDCP1200066&subid=300276
2054,CA-Gamifive(Bell),centurys.com,06/21/02,Congratulations!,Centurys,No,No,No,Yes,2664577,USA,"504,000",http://exclusiverewards.centurys.com/?sov=62427701&hid=gmiwmsgmikogw&&ctrl1=noiframe&id=XNSX.102bd9dae15d9276177e7ba6f8102c%3A%3A678%3A%3A%7Bparam3%7D
2055,AdvancedGarciniaCambogia-NL,advgarcinia.com,03/25/13,N/A,Advanced Garcinia Cambogia,No,No,No,Yes,443003,France,"215,000",http://nl.advgarcinia.com/?AFID=1066&C1=300001&C2=685964008
2056,CashStopOnline-US,100dayloans.com,08/24/09,"100 Day Loans, Payday Loans, and Cash Advances at 100DayLoans.com",100 Day Loans,No,No,Yes,No,60495,USA,"10,700,000",http://www.100dayloans.com/?hid=17557636&affid=501468&uid=3&cmpid=265&notpid=208&s1=235&s2=198744834&s3=&s4=&s5=&ctvid=3#back
2057,60MinutePayday-US,100dayloans.com,08/24/09,"100 Day Loans, Payday Loans, and Cash Advances at 100DayLoans.com",100 Day Loans,No,No,Yes,No,60495,USA,"10,700,000",http://www.100dayloans.com/?hid=17557636&affid=501468&uid=3&cmpid=265&notpid=208&s1=235&s2=198744834&s3=&s4=&s5=&ctvid=3#back
2058,SaferColon,coffeepurecleanse.com,10/26/12,Coffee Pure Cleanse,Coffee Pure Cleanse,No,No,No,No,412416,USA,"949,000",https://www.coffeepurecleanse.com/index.php?option=CB&o=7&AFID=1&SID=548994&c1=300001&c2=685964174&c3
2059,SupraGreenCoffee-DK,supragreencoffee.com,01/17/13,N/A,Supra Green Coffee,No,No,No,Yes,1234791,N/A,"150,000",https://dk.supragreencoffee.com/?AFID=1066&C1=300001&C2=685964252
2060,MightyRaspberryKetone-DK,mightyraspbketone.com,01/17/13,Mighty Raspberry Ketone,Mighty Raspberry Ketone,No,No,No,Yes,465120,Argentina,"680,000",https://dk.mightyraspbketone.com/?AFID=1066&C1=300001&C2=685964321
2061,SupraGreenCoffee-SE,supragreencoffee.com,01/17/13,N/A,Supra Green Coffee,No,No,No,Yes,1234791,N/A,"150,000",https://se.supragreencoffee.com/?AFID=1066&C1=300001&C2=685964389
2062,MightyRaspberryKetone-SE,mightyraspbketone.com,01/17/13,Mighty Raspberry Ketone,Mighty Raspberry Ketone,No,No,No,Yes,465120,Argentina,"680,000",https://se.mightyraspbketone.com/?AFID=1066&C1=300001&C2=685964410
2063,SupraGreenCoffee-FI,supragreencoffee.com,01/17/13,N/A,Supra Green Coffee,No,No,No,Yes,1234791,N/A,"150,000",https://fi.supragreencoffee.com/?AFID=1066&C1=300001&C2=685964447
2064,MightyRaspberryKetone-FI,mightyraspbketone.com,01/17/13,Mighty Raspberry Ketone,Mighty Raspberry Ketone,No,No,No,Yes,465120,Argentina,"680,000",https://fi.mightyraspbketone.com/?AFID=1066&C1=300001&C2=685964465
2065,EstoreBuilder,estorebuilder.com,06/01/12,Earn Up To $267 Per Sale | Get Set Up In 30 Minutes | eStoreBuilder,eStoreBuilder,No,Yes,No,Yes,13505,India,"50,800",http://www.estorebuilder.com/funnel/us/index?referrer=gurumedia
2066,SupraGreenCoffee-BE,supragreencoffee.com,01/17/13,N/A,Supra Green Coffee,No,No,No,Yes,1234791,N/A,"150,000",https://be.supragreencoffee.com/?AFID=1066&C1=300001&C2=685964609
2067,MightyRaspberryKetone-BE,mightyraspbketone.com,01/17/13,Mighty Raspberry Ketone,Mighty Raspberry Ketone,No,No,No,Yes,465120,Argentina,"680,000",https://be.mightyraspbketone.com/?AFID=1066&C1=300001&C2=685964623
2068,SupraGreenCoffee-NL,supragreencoffee.com,01/17/13,N/A,Supra Green Coffee,No,No,No,Yes,1234791,N/A,"150,000",https://nl.supragreencoffee.com/?AFID=1066&C1=300001&C2=685964862
2069,MightyRaspberryKetone-NL,mightyraspbketone.com,01/17/13,Mighty Raspberry Ketone,Mighty Raspberry Ketone,No,No,No,Yes,465120,Argentina,"680,000",https://nl.mightyraspbketone.com/?AFID=1066&C1=300001&C2=685964887
2070,Corexin-FI,dermalmeds.com,12/12/09,Procellix,Procellix,No,Yes,No,Yes,1823568,N/A,"90,100",https://www.dermalmeds.com/1procellix/1us/?CampaignID=8&aff=affcbPft&sub=548994
2072,LifeDetox-FI,dermalmeds.com,12/12/09,Procellix,Procellix,No,Yes,No,Yes,1823568,N/A,"90,100",https://www.dermalmeds.com/1procellix/1us/?CampaignID=8&aff=affcbPft&sub=548994
2074,RVTLAntiAging-UK,rvtlskin.co.uk,01/29/13,RVTL Anti Aging – Home,RVTL Anti Aging,No,No,No,Yes,2528512,UK,"460,000",http://www.rvtlskin.co.uk/o10/?k=0&id=5251&pgid=593&subid=380064&custom_3=831109058&clid=1769367&aff=5251&pgid=593
2075,CandyCrush-IOS,awardhotspot.com,08/06/13,Get an Apple&reg; 32GB iPhone 5s,Reward Hotspot,No,No,Yes,Yes,132924,USA,"8,360",http://awardhotspot.com/
2076,GriffoniaExtract,secureeasyorders.com,05/08/13,Garcinia Cambogia,Pure Garcinia Cambogia Extract,No,No,No,Yes,281539,USA,"8,380,000",https://secureeasyorders.com/offer/htp54414/?country=us&PubID=9&PC=594&path=5htp-olive-plat&SID=685965244&SID2=300001&LPID=366&ClickID=30261386
2077,MaxShred-US,optimalstack.com,07/31/12,Optimal Stack - Pre-Workout Energy & Focus Amplifier,Optimal Stack,No,No,No,Yes,474558,USA,"75,200",http://optimalstack.com/8/index.php?AFFID=370036&C1=137453614&C2=300001&C3
2079,DeerAntlerSpray,getdeerantlerspraynow.com,05/29/13,The #1 Deer Antler Velvet Extract On The Market - Deer Antler Spray,Deer Antler,No,Yes,No,No,7985698,N/A,"1,810,000",http://getdeerantlerspraynow.com/
2080,TryNidora-SE,nuvagenic.com,11/29/12,NuvaGenic,NuvaGenic,No,No,No,No,363131,Spain,"78,900",http://se.nuvagenic.com/mngo/?AFID=1066&C1=300001&C2=685965449
2081,TryNidora-FI,trynidora.com,03/07/12,NIDORA&reg; - Menetelmä luonnolliseen painonpudotukseen | Virallinen verkkosivusto,Nidora,No,No,No,No,419045,Philippines,"187,000",http://www.trynidora.com/fi/
2082,TryNidora-UK,trynidora.com,03/07/12,NIDORA® - Metode til at tabe sig pa en naturlig made | Officiel hjemmeside,Nidora,No,No,No,No,419045,Philippines,"187,000",http://www.trynidora.com/dk/
2083,TryNidora-UK,trygcbx.com,08/24/12,GCB X — Pure Green Coffee Bean Extract,GCB X,No,No,No,Yes,487981,Australia,18400,https://www.trygcbx.com/gb/eur/?affid=180011&click_id=289323635&c1=300001&c2=686037931&c3=
2088,ConstruaSuaRiqueza-BR,webfortunemaster.com,01/31/13,Web Fortune Master,Web Fortune Master,No,No,No,Yes,61905,USA,"937,000",http://webfortunemaster.com/hik49/?misc1=888-676-5188&caid=28972&misc3=686038050&caCode=GhpmAngBus&nopop=0&stid=363&cid2=14828
2089,Nuvagenic-MX,nuvagenic.com,11/29/12,NuvaGenic,NuvaGenic,No,No,No,No,363131,Spain,"78,900",http://mx.nuvagenic.com/?AFID=1066&C1=300001&C2=686038077
2090,Solpria-MX,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,335431,USA,"200,000",http://mx.solpria.com/?AFID=1066&C1=300001&C2=686038123
2091,MuscleFactorX,musclefactorx.com,03/13/12,Muscle Factor X,Muscle Factor X,No,No,No,No,434051,USA,"1,900,000",https://musclefactorx.com/landing3/index.php
2092,Dollar4Mobile,dollars4mobiles.com,04/02/13,Sell Your iPhone,Dollars 4 Mobiles,No,Yes,Yes,Yes,5177961,N/A,5,http://www.dollars4mobiles.com/m/?a=447670&r=164372902
2093,Knights&Dragons-iOS,343track.com,08/16/12,404 - File or directory not found.,N/A,N/A,N/A,N/A,N/A,268588,India,N/A,http://343track.com/?a=447670&c=31614&s1=300001&s2=686038428&ckmguid=d1f77b11-8ba4-4e36-bcca-2e95636ac43e
2094,TheHobbitKingofMiddleEarth-iOS,apple.com,02/19/87,"The Hobbit: Kingdoms of Middle-earth for iPhone, iPad, and iPod touch on the iTunes App Store",The Hobbit: Kingdoms of Middle-earth,No,Yes,No,Yes,42,USA,"3,480,000",https://itunes.apple.com/app/hobbit-kingdoms-middle-earth/id558823262
2095,MarvelWarofHeroes-Android,343track.com,08/16/12,404 - File or directory not found.,N/A,N/A,N/A,N/A,N/A,268588,India,N/A,http://343track.com/?a=447670&c=31691&s1=300001&s2=686038686&ckmguid=9606c215-f111-4039-93d7-6a51c76d5513
2096,SlimHelper,triminex.com,08/24/12,Green Coffee Bean Extract – Triminex,Triminex,No,No,No,Yes,554316,USA,"78,600",https://try.triminex.com/?AFFID=430015&C1=4154&C2=&C3=&hitid=361774719&campaign=14
2097,MyForceTrialNow-Direct,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,USA,N/A,http://affiliate.gmtracker.com/rd/r.php?sid=2097&pub=300001&c1=adm&c2=test&c3=link
2098,AndroidTips-TmobileOnly,mobiledeals.com,02/06/04,Win a Scholarship!,Scholarship a Month,No,Yes,No,Yes,17006177,N/A,"30,500",http://mobiledeals.com-mobile.mobi/bca82e41ee7b0833588399b1fcd177c7/?i=105836533a46a6bc98d8721a088f7e4d462&hi=bc673a16703aba5ca3cf9e94a50619c1&h=6d460fe0d06fdc69a9f133196ca32a82&v
2099,RaspberryForte-IT,secureeasyorders.com,05/08/13,Garcinia Cambogia,Pure Garcinia Cambogia Extract,No,No,No,Yes,281539,USA,"8,380,000",https://secureeasyorders.com/offer/garcinia2964/?country=us&PubID=9&PC=577&path=garcinia-olive-plat&SID=686039022&SID2=300001&LPID=358&ClickID=30312854
2100,RaspberryForte-GR,raspberryketonestrial.com,08/03/12,Raspberry Ketones,Raspberry Ketones,No,No,No,No,303514,India,"3,710,000",http://www.raspberryketonestrial.com/v1/
2101,CandyCrush-Japan,343track.com,08/16/12,404 - File or directory not found.,N/A,N/A,N/A,N/A,N/A,268588,India,N/A,http://343track.com/?a=447670&c=32343&s1=300001&s2=686039119&ckmguid=b9c1e55e-9e54-429d-a7e5-22c86acae111
2104,CandyCrush-US,343track.com,08/16/12,404 - File or directory not found.,N/A,N/A,N/A,N/A,N/A,268588,India,N/A,http://343track.com/?a=447670&c=31679&s1=300001&s2=686039145&ckmguid=b27b4a78-c4d8-4b11-a8f5-e13820893f79
2105,Nuvagenic-LU,nuvagenic.com,11/29/12,NuvaGenic,NuvaGenic,No,No,No,No,363131,Spain,"78,900",https://lu.nuvagenic.com/?AFID=1066&C1=300001&C2=686039726
2106,Solpria-LU,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,"338,986",USA,"200,000",https://lu.solpria.com/?AFID=1066&C1=300001&C2=686041890
2107,Vivexin-UK,lacremeskincare.com,03/05/13,La Creme Skin Care - Anti Wrinkle Cream,La Crem Skin Care,No,No,No,Yes,2135626,N/A,"99,700",http://www.lacremeskincare.com/trial/index.php?AFID=96&SID=16&utm_source=96
2108,TryHydroface-UK,truvisagetrial.com,06/01/12,TruVisage Trial,TruVisage,No,No,No,Yes,422471,USA,"132,000",http://www.truvisagetrial.com/new/
2109,Nidora-DE,mitoslim.net,07/12/12,Mitoslim,Mitoslim,No,No,No,Yes,183353,France,"136,000",http://mitoslim.net/de/besondere/?click_id=802198063&c1=686042071&c2=300001&c3=&AFID=410028&SID=686042071
2112,AdvancedGarciniaCambogia-ES,advgarcinia.com,03/25/13,N/A,Advanced Garcinia Cambogia,No,No,No,Yes,443003,France,"215,000",http://es.advgarcinia.com/?AFID=1066&C1=300001&C2=686042150
2116,AminoPrime-US,aminoprime.com,11/02/12,Aminoprime - Protein Enhancing Enzyme Technology.,Amino Prime,No,No,No,Yes,420199,USA,"30,500",http://www.aminoprime.com/offer/trial/index.php?afid=1063&sid=235&t=102a2b1cef958fd2237e1aed4e07d9&tcb=off&clickid
2118,LogBookLoans-UK,centurys.com,06/21/02,Congratulations!,Centurys,No,No,No,Yes,2664577,USA,"504,000",http://exclusiverewards.centurys.com/?sov=262160602&hid=eskoiekioqgmmeu&&ctrl1=noiframe&id=XNSX.eb7ffb12ca3537844dc698ec56de63cc%3A%3ACD1215%3A%3A3202
2119,Raspberry Forte DE,mitoslim.net,07/12/12,Mitoslim,Mitoslim,No,No,No,Yes,183353,France,"136,000",http://mitoslim.net/de/besondere/?click_id=802198063&c1=686042071&c2=300001&c3=&AFID=410028&SID=686042071
2120,Coleanse/Upsell-CA,secureeasyorders.com,05/08/13,Garcinia Cambogia,Pure Garcinia Cambogia Extract,No,No,No,Yes,281539,USA,"8,380,000",https://secureeasyorders.com/offer/garcinia2964/?country=us&PubID=9&PC=577&path=garcinia-olive-plat&SID=686042378&SID2=300001&LPID=358&ClickID=30312854
2121,Coleanse/Upsell-UK,secureeasyorders.com,05/08/13,Garcinia Cambogia,Pure Garcinia Cambogia Extract,No,No,No,Yes,281539,USA,"8,380,000",https://secureeasyorders.com/offer/garcinia2964/?country=us&PubID=9&PC=577&path=garcinia-olive-plat&SID=686042378&SID2=300001&LPID=358&ClickID=30312854
2123,Coleanse/Upsell-AU/NZ,phreshclickinit.com,01/28/11,N/A,N/A,N/A,N/A,N/A,N/A,272450,USA,N/A,http://affiliate.phreshclickinit.com/rd/r.php?pub=180011&c1=300001
2124,CellanMango-UK,secureeasyorders.com,05/08/13,Garcinia Cambogia,Pure Garcinia Cambogia Extract,No,No,No,Yes,281539,USA,"8,380,000",https://secureeasyorders.com/offer/garcinia2964/?country=us&PubID=9&PC=577&path=garcinia-olive-plat&SID=686042378&SID2=300001&LPID=358&ClickID=30312854
2125,CellanMango-CA,secureeasyorders.com,05/08/13,Garcinia Cambogia,Pure Garcinia Cambogia Extract,No,No,No,Yes,281539,USA,"8,380,000",https://secureeasyorders.com/offer/garcinia2964/?country=us&PubID=9&PC=577&path=garcinia-olive-plat&SID=686042378&SID2=300001&LPID=358&ClickID=30312854
2126,Nextrim/Upsell-CA,phreshclickinit.com,01/28/11,N/A,N/A,N/A,N/A,N/A,N/A,272450,USA,N/A,http://affiliate.phreshclickinit.com/rd/r.php?pub=180011&c1=300001
2127,GCBxGreenCoffee-CA,secureeasyorders.com,05/08/13,Garcinia Cambogia,Pure Garcinia Cambogia Extract,No,No,No,Yes,281539,USA,"8,380,000",https://secureeasyorders.com/offer/garcinia2964/?country=us&PubID=9&PC=577&path=garcinia-olive-plat&SID=686042378&SID2=300001&LPID=358&ClickID=30312854
2128,GCBxGreenCoffee-UK,trygcbx.com,08/24/12,GCB X — Pure Green Coffee Bean Extract,GCB X,No,No,No,Yes,487981,Australia,18400,https://www.trygcbx.com/gb/eur/?affid=180011&click_id=289324218&c1=300001&c2=686042575&c3
2131,TriminexGreenCoffee,triminex.com,08/24/12,Green Coffee Bean Extract – Triminex,Triminex,No,No,No,Yes,554316,USA,"78,600",https://try.triminex.com/?AFFID=430037&C1=1635&C2=1346&C3=18261218&hitid=361775453&campaign=14
2133,FreedomBuildersGold,go2cloud.org,10/28/10,N/A,N/A,N/A,N/A,N/A,N/A,2041,USA,N/A,http://emsdirect.go2cloud.org/aff_c?offer_id=68&aff_id=1090&source=300001&aff_sub=686042691
2134,ColoCleansePro-US,dtxmax.com,04/23/13,DTX Max,DTX Max,No,No,No,No,1394378,USA,"1,060",https://www.dtxmax.com/index.php?option=CB&o=2&AFID=1&SID=548994&c1=300001&c2=686042750&c3
2135,MuscleRevXtreme,musclefactorx.com,03/13/12,Muscle Factor X,Muscle Factor X,No,No,No,No,434051,USA,"1,900,000",https://musclefactorx.com/landing3/index.php
2137,CoffeePureCleanse-CA,secureeasyorders.com,05/08/13,Garcinia Cambogia,Pure Garcinia Cambogia Extract,No,No,No,Yes,281539,USA,"8,380,000",https://secureeasyorders.com/offer/garcinia2964/?country=us&PubID=9&PC=577&path=garcinia-olive-plat&SID=686042378&SID2=300001&LPID=358&ClickID=30312854
2138,VitalCleanse-AU,authenticgreencoffee.com,07/12/12,Authentic Green Coffee,Authentic Green Coffee,No,No,No,Yes,435517,USA,"365,000",http://authenticgreencoffee.com/intl/coffee_lifestyle/?click_id=802198487&c1=300001&c2=686043040&c3=&AFID=410028&SID=300001
2139,Hydroxatone-US,healthandbeautyexposed.net,06/25/13,Mom Beats Dermatologists With This One Weird Wrinkle Trick,Health and Beauty Miracles Exposed,Yes,Yes,Yes,Yes,1238691,N/A,0,http://www.healthandbeautyexposed.com/?CID=109&AFID=7&SID=235&ADID=300001&utm_source=healthandbeautyexposed.com&utm_medium=7&utm_campaign=235
2140,Bellaplex-US,healthandbeautyexposed.net,06/25/13,Mom Beats Dermatologists With This One Weird Wrinkle Trick,Health and Beauty Miracles Exposed,Yes,Yes,Yes,Yes,1238691,N/A,0,http://www.healthandbeautyexposed.com/?CID=109&AFID=7&SID=235&ADID=300001&utm_source=healthandbeautyexposed.com&utm_medium=7&utm_campaign=235
2141,Hydroxatonew/BellaplexUpsell-CA,healthandbeautyexposed.net,06/25/13,Mom Beats Dermatologists With This One Weird Wrinkle Trick,Health and Beauty Miracles Exposed,Yes,Yes,Yes,Yes,1238691,N/A,0,http://www.healthandbeautyexposed.com/?CID=109&AFID=7&SID=235&ADID=300001&utm_source=healthandbeautyexposed.com&utm_medium=7&utm_campaign=235
2142,Bellaplex-CA,healthandbeautyexposed.net,06/25/13,Mom Beats Dermatologists With This One Weird Wrinkle Trick,Health and Beauty Miracles Exposed,Yes,Yes,Yes,Yes,1238691,N/A,0,http://www.healthandbeautyexposed.com/?CID=109&AFID=7&SID=235&ADID=300001&utm_source=healthandbeautyexposed.com&utm_medium=7&utm_campaign=235
2143,Hydroxatonew/BellaplexUpsell-AU/NZ,healthandbeautyexposed.net,06/25/13,Mom Beats Dermatologists With This One Weird Wrinkle Trick,Health and Beauty Miracles Exposed,Yes,Yes,Yes,Yes,1238691,N/A,0,http://www.healthandbeautyexposed.com/?CID=109&AFID=7&SID=235&ADID=300001&utm_source=healthandbeautyexposed.com&utm_medium=7&utm_campaign=235
2144,Bellaplex-AU/NZ,healthandbeautyexposed.net,06/25/13,Mom Beats Dermatologists With This One Weird Wrinkle Trick,Health and Beauty Miracles Exposed,Yes,Yes,Yes,Yes,1238691,N/A,0,http://www.healthandbeautyexposed.com/?CID=109&AFID=7&SID=235&ADID=300001&utm_source=healthandbeautyexposed.com&utm_medium=7&utm_campaign=235
2147,PGC-Private,my-secure-ordering.net,04/30/13,404 Page Could Not Be Found,N/A,N/A,N/A,N/A,N/A,399916,N/A,N/A,https://my-secure-ordering.net/fatbusterjupiterdisplay/3/index.php?PubID=32&ClickID=30315770&SID=adm&SID2=686043239&LPID=252&PC=428
2148,CheckPeople,checkpeople.com,01/09/02,Online Background Checks &amp; Government Arrest Records: Search Criminal Records &amp; Sex Offender Databases with CheckPeople.com,Check People,No,No,No,No,19433,USA,"30,700,000",http://www.checkpeople.com/landing/lp-gc1a?aid=17&sid=686043319&tid=300001
2153,AdvancedGarciniaCambogia-BE,advgarcinia.com,03/25/13,N/A,Advanced Garcinia Cambogia,No,No,No,Yes,443003,France,"215,000",http://be.advgarcinia.com/?AFID=66&C1=300001&C2=686043470
2154,Prodermagenix-Anti Wrinkle-US/CA/AU,prodermagenix.com,05/23/11,Prodermagenix - Hollywood Beauty Secret,Prodermagenix,No,No,No,Yes,357279,USA,"23,000",https://www.prodermagenix.com/offer20/index.htm?transaction_id=102f6ec1214e6451460af3d5311a10&afid=1074&subid=4154&subid2
2155,Prodermagenix-Plus-US/CA/AU,prodermagenix.com,05/23/11,Prodermagenix - Hollywood Beauty Secret,Prodermagenix,No,No,No,Yes,357279,USA,"23,000",https://www.prodermagenix.com/pplus14/Default.aspx?afid=MBK&subid=4154&hitid=102abb6fc8a20f13feb970cc11a603
2156,MuscleZX90-FR,powerprecisiontrial.com,03/14/12,Power Precision Trial,Power Precision,No,Yes,No,Yes,265449,USA,"560,000",https://www.powerprecisiontrial.com/newformula/
2157,XTGenix-FR,vimaxtrial.com,01/29/10,Vimax - #1 Male Enhancement Pill,Vimax,No,No,No,No,403169,USA,"9,280,000",https://www.vimaxtrial.com/
2158,MuscleZX90-DE,powerprecisiontrial.com,03/14/12,Power Precision Trial,Power Precision,No,Yes,No,Yes,265449,USA,"560,000",https://www.powerprecisiontrial.com/newformula/
2159,XTGenix-DE,vimaxtrial.com,01/29/10,Vimax - #1 Male Enhancement Pill,Vimax,No,No,No,No,403169,USA,"9,280,000",https://www.vimaxtrial.com/
2162,MightyRaspberryKetone-ES,mightyraspbketone.com,01/17/13,Mighty Raspberry Ketone,Mighty Raspberry Ketone,No,No,No,Yes,465120,USA,"680,000",https://es.mightyraspbketone.com/?AFID=1066&C1=300001&C2=686043815
2163,SupraGreenCoffee-ES,supragreencoffee.com,01/17/13,N/A,Supra Green Coffee,No,No,No,Yes,1234791,N/A,"150,000",https://es.supragreencoffee.com/?AFID=1066&C1=300001&C2=686043860
2166,Solpria-Male-SG,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,335431,USA,"200,000",http://sg.solpria.com/mle/?AFFID=1066&C1=300001&C2=686043906
2167,Solpria-Male-HK,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,335431,USA,"200,000",http://hk.solpria.com/mle/?AFFID=1066&C1=300001&C2=686043943
2168,Solpria-Male-IE,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,335431,USA,"200,000",http://ie.solpria.com/mle/?AFFID=1066&C1=300001&C2=686043965
2169,Solpria-Male-UK,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,335431,USA,"200,000",http://uk.solpria.com/mle/?AFFID=1066&C1=300001&C2=686043978
2170,MightyRaspberryKetone-Male-SG,mightyraspbketone.com,01/17/13,Mighty Raspberry Ketone,Mighty Raspberry Ketone,No,No,No,Yes,465120,USA,"680,000",https://sg.mightyraspbketone.com/mle/?AFFID=1066&C1=300001&C2=686044004
2171,MightyRaspberryKetone-Male-HK,mightyraspbketone.com,01/17/13,Mighty Raspberry Ketone,Mighty Raspberry Ketone,No,No,No,Yes,465120,USA,"680,000",https://hk.mightyraspbketone.com/mle/?AFFID=1066&C1=300001&C2=686044042
2172,MightyRaspberryKetone-Male-IE,mightyraspbketone.com,01/17/13,Mighty Raspberry Ketone,Mighty Raspberry Ketone,No,No,No,Yes,465120,USA,"680,000",https://ie.mightyraspbketone.com/mle/?AFFID=1066&C1=300001&C2=686044054
2173,MightyRaspberryKetone-Male-UK,mightyraspbketone.com,01/17/13,Mighty Raspberry Ketone,Mighty Raspberry Ketone,No,No,No,Yes,465120,USA,"680,000",https://uk.mightyraspbketone.com/mle/?AFFID=1066&C1=300001&C2=686044066
2174,HotCloseOuts-$30BidPack,zbiddy.com,08/12/10,Bid to win and save now,Zbiddy,No,No,No,No,40153,USA,"163,000",http://www.zbiddy.com/lander/v44/60?pid=789
2175,HotCloseOuts-$60BidPack,zbiddy.com,08/12/10,Bid to win and save now,Zbiddy,No,No,No,No,40153,USA,"163,000",http://www.zbiddy.com/lander/v44/60?pid=789
2176,HotCloseOuts-$90BidPack,zbiddy.com,08/12/10,Bid to win and save now,Zbiddy,No,No,No,No,40153,USA,"163,000",http://www.zbiddy.com/lander/v44/60?pid=789
2177,DibZees-PresellLP,auctionbidguide.com,01/23/13,Auction Bid Guide,Auction Bid Guide,No,Yes,Yes,Yes,4306478,N/A,"4,970",http://www.auctionbidguide.com/?id=2&hid=2022&v=2&v5
2178,DibZees,dibzees.com,02/05/09,Dibzees! The Best Online Auction Site! - Dibzees.com,Dibzees,No,No,Yes,Yes,355329,USA,"21,200",http://www.dibzees.com/landing.php?v=2&hid=2022&id=9
2179,RateMarketPlace-MortagageRefinance,ratemarketplace.com,01/11/05,Find Low Mortgage Rates at Rate Marketplace,Rate Marketplace,No,No,No,Yes,90839,USA,"5,830",http://www.ratemarketplace.com/forms/form.jsp?ADEL=Os4fVJ19lSwzAOc%2FzMz%2FCQ7H7WB8w92fO5RDuEtE2QKOn%2BEG%2BRCeIdk6KP1NNA63MaZmjHADwmY95weEza%2BO2w%3D%3D&PI=c2m_06172013mor_300x250_235
2180,MyScore,myscore.com,03/28/98,N/A,N/A,N/A,N/A,N/A,N/A,56219,USA,N/A,https://www.myscore.com/redirect.asp?guid=N4QL7T270HRS&sid=235
2182,Elier-US,healthycheckout.com,08/16/10,Splendyr Instant Wrinkle Reducer,Splendyr,No,No,No,Yes,177121,USA,"59,300",http://secure.healthycheckout.com/o/splus/landing#none
2184,MightyRaspberryKetone-Male-DK,mightyraspbketone.com,01/17/13,Mighty Raspberry Ketone,Mighty Raspberry Ketone,No,No,No,Yes,465120,USA,"680,000",http://dk.mightyraspbketone.com/mle/?AFID=1066&C1=300001&C2=686044833
2185,Solpria-Male-DK,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,335431,USA,"200,000",http://dk.solpria.com/mle/?AFID=1066&C1=300001&C2=686044847
2186,MightyRaspberryKetone-Male-DE,mightyraspbketone.com,01/17/13,Mighty Raspberry Ketone,Mighty Raspberry Ketone,No,No,No,Yes,465120,USA,"680,000",http://de.mightyraspbketone.com/mle/?AFID=1066&C1=300001&C2=686044874
2187,Solpria-Male-DE,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,335431,USA,"200,000",https://de.solpria.com/mle/?AFID=1066&C1=300001&C2=686044884
2188,MightyRaspberryKetone-Male-SE,mightyraspbketone.com,01/17/13,Mighty Raspberry Ketone,Mighty Raspberry Ketone,No,No,No,Yes,465120,USA,"680,000",http://se.mightyraspbketone.com/mle/?AFID=1066&C1=300001&C2=686044894
2189,Solpria-Male-SE,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,335431,USA,"200,000",https://se.solpria.com/mle/?AFID=1066&C1=300001&C2=686044906
2190,MightyRaspberryKetone-Male-IT,mightyraspbketone.com,01/17/13,Mighty Raspberry Ketone,Mighty Raspberry Ketone,No,No,No,Yes,465120,USA,"680,000",http://it.mightyraspbketone.com/mle/?AFID=1066&C1=300001&C2=686044926
2191,Solpria-Male-IT,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,335431,USA,"200,000",http://it.solpria.com/mle/?AFID=1066&C1=300001&C2=686044943
2192,MightyRaspberryKetone-Male-CH,mightyraspbketone.com,01/17/13,Mighty Raspberry Ketone,Mighty Raspberry Ketone,No,No,No,Yes,465120,USA,"680,000",http://ch.mightyraspbketone.com/mle/?AFID=1066&C1=300001&C2=686044953
2193,Solpria-Male-CH,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,335431,USA,"200,000",http://ch.solpria.com/mle/?AFID=1066&C1=300001&C2=686044962
2194,MightyRaspberryKetone-Male-FR,mightyraspbketone.com,01/17/13,Mighty Raspberry Ketone,Mighty Raspberry Ketone,No,No,No,Yes,465120,USA,"680,000",http://fr.mightyraspbketone.com/mle/?AFID=1066&C1=300001&C2=686044970
2195,Solpria-Male-FR,solpria.com,11/29/12,Solpria,Solpria,No,No,No,No,335431,USA,"200,000",http://fr.solpria.com/mle/?AFID=1066&C1=300001&C2=686044983
